hours_studied,previous_scores,extracurricular_activities,sleep_hours,sample_question_papers_practiced,performance_index,total_study_hours_proxy,g_avg
9,67,1,9,4,64.0,12.6,67
2,69,1,9,1,46.0,2.2,69
3,79,0,6,0,58.0,3.0,79
2,62,0,6,1,37.0,2.2,62
1,85,1,8,7,62.0,1.7,85
4,63,1,5,9,49.0,7.6,63
5,68,1,5,5,53.0,7.5,68
6,43,0,8,9,30.0,11.399999999999999,43
5,77,0,9,1,59.0,5.5,77
1,68,1,5,8,40.0,1.8,68
3,58,1,8,7,37.0,5.1,58
1,66,1,5,3,41.0,1.3,66
5,68,1,8,9,56.0,9.5,68
5,95,1,5,6,81.0,8.0,95
6,75,0,9,2,66.0,7.199999999999999,75
8,74,1,6,5,71.0,12.0,74
1,91,0,6,2,64.0,1.2,91
4,45,0,9,9,31.0,7.6,45
1,98,0,5,2,72.0,1.2,98
9,62,0,9,8,57.0,16.2,62
7,78,0,8,5,67.0,10.5,78
7,85,0,6,7,76.0,11.9,85
5,83,0,4,3,68.0,6.5,83
7,87,0,5,3,78.0,9.1,87
2,91,1,4,7,68.0,3.4,91
4,47,1,4,6,25.0,6.4,47
7,94,1,7,4,86.0,9.799999999999999,94
3,41,1,4,1,15.0,3.3000000000000003,41
2,52,1,4,5,28.0,3.0,52
2,79,0,9,0,58.0,2.0,79
1,96,0,7,6,72.0,1.6,96
5,60,0,7,8,45.0,9.0,60
6,70,0,7,4,59.0,8.399999999999999,70
6,91,0,8,4,78.0,8.399999999999999,91
9,87,1,7,6,84.0,14.4,87
4,75,1,9,4,56.0,5.6,75
1,87,0,8,9,62.0,1.9,87
6,91,1,5,3,78.0,7.800000000000001,91
5,77,1,8,0,62.0,5.0,77
6,66,1,5,5,54.0,9.0,66
3,75,1,7,8,57.0,5.4,75
2,87,1,7,3,61.0,2.6,87
6,62,0,5,9,49.0,11.399999999999999,62
1,94,1,6,3,71.0,1.3,94
7,60,1,9,4,55.0,9.799999999999999,60
7,52,0,8,5,44.0,10.5,52
7,76,0,9,2,68.0,8.4,76
1,86,0,9,8,60.0,1.8,86
4,65,0,4,0,45.0,4.0,65
7,79,0,7,5,72.0,10.5,79
9,46,0,8,5,41.0,13.5,46
5,85,0,9,7,73.0,8.5,85
2,78,0,8,4,57.0,2.8,78
7,61,1,9,8,55.0,12.6,61
1,78,0,7,8,53.0,1.8,78
7,62,0,9,1,53.0,7.700000000000001,62
6,97,1,5,4,87.0,8.399999999999999,97
7,69,0,7,6,61.0,11.200000000000001,69
3,57,0,8,1,38.0,3.3000000000000003,57
3,81,0,6,6,60.0,4.800000000000001,81
7,57,0,9,8,49.0,12.6,57
2,85,1,5,7,64.0,3.4,85
1,49,1,7,9,23.0,1.9,49
9,78,0,4,8,72.0,16.2,78
9,69,1,7,3,71.0,11.700000000000001,69
7,65,1,8,7,59.0,11.9,65
7,46,1,8,8,38.0,12.6,46
3,46,1,4,9,24.0,5.699999999999999,46
2,44,1,5,1,18.0,2.2,44
7,40,1,8,9,33.0,13.299999999999999,40
9,85,0,5,2,81.0,10.799999999999999,85
1,57,0,5,0,30.0,1.0,57
4,52,1,7,0,32.0,4.0,52
6,64,1,5,9,50.0,11.399999999999999,64
7,79,1,9,5,73.0,10.5,79
7,47,0,8,0,38.0,7.0,47
2,49,0,8,4,28.0,2.8,49
4,71,0,6,5,57.0,6.0,71
5,56,0,5,8,41.0,9.0,56
1,77,0,6,5,52.0,1.5,77
1,54,0,7,3,26.0,1.3,54
3,54,1,6,0,28.0,3.0,54
3,96,0,5,5,74.0,4.5,96
8,87,0,8,6,81.0,12.8,87
9,79,0,7,4,81.0,12.6,79
1,90,1,5,5,61.0,1.5,90
2,59,0,7,9,38.0,3.8,59
2,54,1,4,7,29.0,3.4,54
4,74,1,5,0,57.0,4.0,74
2,45,0,4,7,21.0,3.4,45
7,69,0,6,1,57.0,7.700000000000001,69
9,96,0,5,1,94.0,9.9,96
7,47,1,4,7,39.0,11.9,47
6,70,0,9,1,59.0,6.6000000000000005,70
1,87,1,8,7,64.0,1.7,87
9,86,1,6,4,83.0,12.6,86
5,71,0,5,8,53.0,9.0,71
5,84,0,5,8,70.0,9.0,84
6,97,0,8,7,92.0,10.2,97
9,91,1,8,8,92.0,16.2,91
8,54,0,4,6,47.0,12.8,54
8,57,1,4,7,51.0,13.6,57
8,52,0,4,5,45.0,12.0,52
1,63,1,7,8,34.0,1.8,63
1,79,0,6,1,50.0,1.1,79
8,53,0,5,2,45.0,9.6,53
5,67,1,6,1,54.0,5.5,67
9,50,1,8,5,52.0,13.5,50
2,45,0,9,2,20.0,2.4,45
9,95,1,6,0,93.0,9.0,95
8,64,1,6,3,53.0,10.4,64
9,40,1,4,4,35.0,12.6,40
4,64,1,8,3,48.0,5.2,64
1,41,0,6,5,18.0,1.5,41
1,71,1,5,2,43.0,1.2,71
5,52,0,4,9,36.0,9.5,52
2,72,0,6,5,51.0,3.0,72
8,71,0,8,9,65.0,15.2,71
5,95,1,9,0,81.0,5.0,95
5,63,0,5,5,45.0,7.5,63
2,66,0,9,7,46.0,3.4,66
7,43,0,8,9,32.0,13.299999999999999,43
8,63,0,8,7,60.0,13.6,63
1,62,0,8,0,33.0,1.0,62
2,68,1,9,6,45.0,3.2,68
4,73,0,7,9,54.0,7.6,73
5,60,1,5,9,46.0,9.5,60
2,69,0,8,3,49.0,2.6,69
1,65,0,7,5,38.0,1.5,65
9,59,1,4,5,53.0,13.5,59
1,55,1,7,4,30.0,1.4,55
4,42,0,4,9,24.0,7.6,42
2,88,0,9,8,69.0,3.6,88
4,76,0,7,9,57.0,7.6,76
8,97,0,9,7,94.0,13.6,97
8,79,0,8,5,77.0,12.0,79
9,83,1,7,3,79.0,11.700000000000001,83
5,64,0,7,3,50.0,6.5,64
7,62,0,8,8,52.0,12.6,62
3,83,1,4,3,64.0,3.9000000000000004,83
4,98,1,8,6,86.0,6.4,98
9,40,0,5,5,33.0,13.5,40
1,72,1,7,1,47.0,1.1,72
2,54,1,5,4,31.0,2.8,54
5,56,1,8,2,42.0,6.0,56
3,73,0,9,8,54.0,5.4,73
2,56,0,8,9,33.0,3.8,56
1,91,0,6,0,61.0,1.0,91
3,97,1,5,9,78.0,5.699999999999999,97
1,80,0,6,3,55.0,1.3,80
1,83,0,5,3,59.0,1.3,83
1,43,1,9,8,20.0,1.8,43
8,52,0,6,0,43.0,8.0,52
3,43,1,6,1,19.0,3.3000000000000003,43
1,46,1,5,0,17.0,1.0,46
7,85,1,8,0,73.0,7.0,85
3,98,1,4,0,72.0,3.0,98
8,48,0,8,2,39.0,9.6,48
4,62,0,4,3,44.0,5.2,62
4,72,0,5,9,52.0,7.6,72
5,72,1,7,1,58.0,5.5,72
6,59,0,8,0,45.0,6.0,59
7,43,0,6,4,36.0,9.799999999999999,43
4,40,1,8,5,22.0,6.0,40
8,93,1,5,1,86.0,8.8,93
6,81,0,7,2,68.0,7.199999999999999,81
1,73,1,7,9,47.0,1.9,73
1,66,0,8,2,40.0,1.2,66
9,60,1,8,1,58.0,9.9,60
6,63,1,9,3,53.0,7.800000000000001,63
8,54,0,8,4,46.0,11.2,54
7,74,1,5,7,66.0,11.9,74
6,64,1,4,5,49.0,9.0,64
4,94,1,9,8,77.0,7.2,94
7,48,0,4,2,36.0,8.4,48
9,56,0,6,9,55.0,17.099999999999998,56
7,60,0,5,8,49.0,12.6,60
1,99,1,9,3,76.0,1.3,99
9,52,1,7,7,45.0,15.299999999999999,52
4,42,1,9,9,28.0,7.6,42
3,43,1,6,6,25.0,4.800000000000001,43
4,43,0,7,6,27.0,6.4,43
4,82,0,9,8,67.0,7.2,82
2,67,1,7,9,44.0,3.8,67
1,46,0,8,1,18.0,1.1,46
1,65,0,7,4,37.0,1.4,65
8,50,0,9,2,43.0,9.6,50
2,63,1,7,6,43.0,3.2,63
5,82,0,5,2,66.0,6.0,82
4,49,0,8,4,34.0,5.6,49
8,76,0,8,4,77.0,11.2,76
2,52,0,6,1,31.0,2.2,52
9,83,0,8,0,80.0,9.0,83
7,81,1,4,5,71.0,10.5,81
7,78,0,5,0,69.0,7.0,78
1,58,0,6,8,34.0,1.8,58
2,90,1,4,9,69.0,3.8,90
4,58,0,7,4,44.0,5.6,58
4,51,1,4,0,30.0,4.0,51
3,91,1,6,7,73.0,5.1,91
7,61,1,8,0,52.0,7.0,61
8,86,1,5,3,81.0,10.4,86
2,76,0,6,6,52.0,3.2,76
4,95,0,4,3,77.0,5.2,95
3,69,1,4,4,44.0,4.199999999999999,69
2,85,0,6,6,62.0,3.2,85
6,51,1,9,3,44.0,7.800000000000001,51
4,68,0,9,4,51.0,5.6,68
6,60,0,6,6,48.0,9.600000000000001,60
2,50,1,9,0,30.0,2.0,50
4,99,0,6,2,82.0,4.8,99
6,76,1,8,0,61.0,6.0,76
5,87,0,6,2,72.0,6.0,87
3,97,0,7,1,78.0,3.3000000000000003,97
8,57,0,5,4,53.0,11.2,57
7,83,1,5,9,78.0,13.299999999999999,83
3,98,1,7,4,79.0,4.199999999999999,98
6,66,1,4,9,56.0,11.399999999999999,66
4,76,0,4,8,58.0,7.2,76
5,87,1,4,7,72.0,8.5,87
5,51,1,4,2,37.0,6.0,51
7,62,1,8,0,56.0,7.0,62
5,73,0,7,4,59.0,7.0,73
3,77,0,5,2,54.0,3.5999999999999996,77
5,62,0,7,4,47.0,7.0,62
7,92,0,5,8,84.0,12.6,92
5,64,1,4,0,50.0,5.0,64
5,43,0,8,0,27.0,5.0,43
9,69,1,6,8,67.0,16.2,69
3,69,0,6,2,48.0,3.5999999999999996,69
6,52,1,9,9,42.0,11.399999999999999,52
1,81,1,4,4,55.0,1.4,81
5,88,0,4,8,73.0,9.0,88
8,53,1,7,4,46.0,11.2,53
5,95,1,8,2,81.0,6.0,95
9,86,1,8,8,82.0,16.2,86
6,47,1,7,6,35.0,9.600000000000001,47
8,94,0,8,6,92.0,12.8,94
8,63,0,8,7,59.0,13.6,63
3,57,1,6,4,35.0,4.199999999999999,57
7,74,0,8,1,65.0,7.700000000000001,74
7,64,1,4,8,53.0,12.6,64
6,56,1,6,2,45.0,7.199999999999999,56
7,71,0,4,1,61.0,7.700000000000001,71
2,95,1,4,9,74.0,3.8,95
9,63,0,7,9,60.0,17.099999999999998,63
1,46,1,9,4,23.0,1.4,46
1,52,0,8,7,25.0,1.7,52
3,66,0,8,2,45.0,3.5999999999999996,66
3,87,1,8,5,68.0,4.5,87
1,44,0,8,8,21.0,1.8,44
7,75,1,6,1,65.0,7.700000000000001,75
4,65,0,5,7,45.0,6.8,65
2,81,1,4,9,58.0,3.8,81
5,84,0,9,6,76.0,8.0,84
6,70,0,9,2,57.0,7.199999999999999,70
9,49,0,5,0,46.0,9.0,49
4,85,1,5,5,68.0,6.0,85
2,65,0,5,1,40.0,2.2,65
5,61,1,6,2,45.0,6.0,61
3,51,0,5,4,31.0,4.199999999999999,51
2,71,0,6,7,50.0,3.4,71
1,66,1,7,1,43.0,1.1,66
2,72,0,7,5,50.0,3.0,72
6,92,1,9,0,80.0,6.0,92
8,91,1,7,6,90.0,12.8,91
3,59,1,6,3,38.0,3.9000000000000004,59
9,78,1,6,0,73.0,9.0,78
9,80,1,4,8,78.0,16.2,80
2,79,0,5,8,54.0,3.6,79
8,98,1,8,2,92.0,9.6,98
5,52,0,8,5,39.0,7.5,52
4,53,1,5,6,41.0,6.4,53
5,83,1,8,3,71.0,6.5,83
4,79,0,8,5,65.0,6.0,79
8,92,0,8,8,87.0,14.4,92
4,61,1,9,9,47.0,7.6,61
6,57,1,6,5,42.0,9.0,57
2,87,0,6,6,62.0,3.2,87
5,68,0,6,5,54.0,7.5,68
6,82,1,5,6,71.0,9.600000000000001,82
5,55,1,7,0,42.0,5.0,55
2,85,1,9,5,64.0,3.0,85
7,74,0,9,8,70.0,12.6,74
4,92,1,8,2,77.0,4.8,92
8,73,0,4,5,62.0,12.0,73
7,42,0,6,3,28.0,9.1,42
7,43,1,9,6,36.0,11.200000000000001,43
9,93,1,9,6,92.0,14.4,93
1,44,0,4,8,18.0,1.8,44
6,49,1,8,3,37.0,7.800000000000001,49
6,91,1,9,7,81.0,10.2,91
6,68,0,9,7,57.0,10.2,68
6,71,1,7,7,61.0,10.2,71
7,70,0,4,7,62.0,11.9,70
6,41,0,8,5,27.0,9.0,41
1,51,1,8,7,26.0,1.7,51
3,66,0,6,5,48.0,4.5,66
2,44,0,7,9,18.0,3.8,44
6,76,1,8,1,66.0,6.6000000000000005,76
8,66,0,7,2,59.0,9.6,66
3,62,1,6,5,41.0,4.5,62
8,72,0,4,6,64.0,12.8,72
8,43,0,9,3,40.0,10.4,43
5,98,0,9,0,84.0,5.0,98
8,60,0,5,3,51.0,10.4,60
6,63,0,5,5,49.0,9.0,63
5,83,0,5,7,67.0,8.5,83
9,70,0,9,3,70.0,11.700000000000001,70
7,83,1,7,9,75.0,13.299999999999999,83
8,87,0,5,0,80.0,8.0,87
1,63,1,4,4,35.0,1.4,63
2,88,0,8,6,65.0,3.2,88
8,92,0,7,5,86.0,12.0,92
9,49,1,9,2,45.0,10.799999999999999,49
4,88,1,4,6,69.0,6.4,88
9,88,1,9,3,86.0,11.700000000000001,88
4,89,0,7,4,75.0,5.6,89
9,41,1,7,6,39.0,14.4,41
7,70,0,7,1,59.0,7.700000000000001,70
2,64,0,6,3,42.0,2.6,64
9,43,1,8,3,42.0,11.700000000000001,43
4,90,0,5,5,70.0,6.0,90
8,50,1,6,6,48.0,12.8,50
7,56,1,8,3,49.0,9.1,56
7,83,1,9,9,78.0,13.299999999999999,83
8,41,1,5,0,34.0,8.0,41
1,45,0,6,0,18.0,1.0,45
5,48,0,6,4,33.0,7.0,48
2,44,1,4,0,20.0,2.0,44
2,59,1,6,2,35.0,2.4,59
1,68,0,7,8,46.0,1.8,68
5,60,0,9,2,42.0,6.0,60
2,48,1,6,2,23.0,2.4,48
4,67,0,7,8,51.0,7.2,67
3,94,0,8,4,75.0,4.199999999999999,94
3,47,0,8,7,27.0,5.1,47
2,70,0,7,9,48.0,3.8,70
6,59,1,4,8,45.0,10.8,59
2,66,0,4,5,40.0,3.0,66
8,47,1,8,6,42.0,12.8,47
8,93,1,9,6,90.0,12.8,93
5,60,1,6,6,45.0,8.0,60
7,67,0,8,3,55.0,9.1,67
4,62,0,8,1,45.0,4.4,62
1,45,1,7,1,20.0,1.1,45
2,42,0,4,6,15.0,3.2,42
4,44,1,9,9,28.0,7.6,44
1,48,1,7,6,25.0,1.6,48
8,46,0,8,9,39.0,15.2,46
9,99,0,5,6,96.0,14.4,99
4,43,0,6,7,24.0,6.8,43
3,78,1,8,2,63.0,3.5999999999999996,78
2,44,1,7,4,19.0,2.8,44
5,50,0,5,5,31.0,7.5,50
3,54,1,5,7,35.0,5.1,54
7,73,1,8,7,65.0,11.9,73
6,52,1,9,9,41.0,11.399999999999999,52
1,93,0,4,2,65.0,1.2,93
8,87,0,5,3,83.0,10.4,87
2,46,0,6,5,22.0,3.0,46
5,79,1,7,3,68.0,6.5,79
9,45,0,7,9,40.0,17.099999999999998,45
8,95,1,7,3,92.0,10.4,95
2,78,1,8,4,54.0,2.8,78
9,89,1,7,9,90.0,17.099999999999998,89
5,69,0,7,6,57.0,8.0,69
6,61,1,6,1,47.0,6.6000000000000005,61
3,64,0,4,1,43.0,3.3000000000000003,64
3,67,1,9,9,50.0,5.699999999999999,67
8,93,0,8,8,91.0,14.4,93
2,59,0,8,3,34.0,2.6,59
2,78,0,7,4,54.0,2.8,78
5,42,0,6,2,26.0,6.0,42
6,44,0,5,1,34.0,6.6000000000000005,44
2,40,0,7,9,18.0,3.8,40
5,54,0,7,7,38.0,8.5,54
7,65,0,8,3,57.0,9.1,65
8,42,1,8,0,34.0,8.0,42
7,79,1,7,5,68.0,10.5,79
8,96,1,8,5,92.0,12.0,96
9,80,1,6,1,77.0,9.9,80
5,86,1,5,1,71.0,5.5,86
5,81,0,5,7,67.0,8.5,81
4,73,0,5,6,59.0,6.4,73
9,91,0,7,1,91.0,9.9,91
5,44,0,9,9,29.0,9.5,44
2,70,0,7,0,48.0,2.0,70
8,90,1,7,7,90.0,13.6,90
7,52,1,6,9,48.0,13.299999999999999,52
8,82,0,5,1,77.0,8.8,82
3,40,1,8,4,20.0,4.199999999999999,40
4,61,1,8,5,42.0,6.0,61
5,54,0,4,9,37.0,9.5,54
6,65,0,4,0,52.0,6.0,65
1,57,1,9,1,33.0,1.1,57
4,87,1,8,9,72.0,7.6,87
5,48,0,5,3,34.0,6.5,48
7,40,1,7,1,33.0,7.700000000000001,40
5,82,0,8,5,71.0,7.5,82
1,48,1,9,3,25.0,1.3,48
7,62,1,9,2,55.0,8.4,62
8,82,0,8,5,76.0,12.0,82
7,84,1,4,8,76.0,12.6,84
4,97,0,5,7,81.0,6.8,97
8,41,1,8,1,35.0,8.8,41
5,53,1,7,2,35.0,6.0,53
9,77,0,7,1,74.0,9.9,77
5,79,1,6,9,66.0,9.5,79
1,57,0,7,6,31.0,1.6,57
9,55,0,8,8,54.0,16.2,55
5,92,1,8,0,79.0,5.0,92
6,68,0,7,2,58.0,7.199999999999999,68
4,83,0,4,5,66.0,6.0,83
6,50,0,5,3,36.0,7.800000000000001,50
8,45,1,9,9,44.0,15.2,45
3,42,0,8,9,26.0,5.699999999999999,42
5,53,0,7,0,37.0,5.0,53
2,99,1,9,8,82.0,3.6,99
2,41,0,7,6,18.0,3.2,41
7,71,0,8,6,66.0,11.200000000000001,71
6,70,0,6,0,60.0,6.0,70
4,50,1,5,8,32.0,7.2,50
5,61,1,8,7,51.0,8.5,61
1,42,1,9,9,18.0,1.9,42
7,89,1,7,4,82.0,9.799999999999999,89
8,70,1,6,3,66.0,10.4,70
9,72,1,8,0,69.0,9.0,72
8,63,0,5,8,59.0,14.4,63
5,40,1,6,7,26.0,8.5,40
3,83,1,9,1,63.0,3.3000000000000003,83
9,54,1,7,3,52.0,11.700000000000001,54
6,76,1,4,3,66.0,7.800000000000001,76
5,66,0,5,6,51.0,8.0,66
3,77,0,6,2,54.0,3.5999999999999996,77
6,87,1,8,7,77.0,10.2,87
3,66,0,8,6,45.0,4.800000000000001,66
6,83,1,6,9,77.0,11.399999999999999,83
4,51,0,8,3,32.0,5.2,51
2,42,1,6,8,15.0,3.6,42
8,69,1,5,5,62.0,12.0,69
4,71,1,8,2,55.0,4.8,71
9,62,1,5,6,59.0,14.4,62
7,41,0,7,5,32.0,10.5,41
2,46,1,7,7,21.0,3.4,46
4,73,0,7,4,56.0,5.6,73
5,71,0,7,5,55.0,7.5,71
3,92,0,8,0,74.0,3.0,92
9,78,1,6,7,74.0,15.299999999999999,78
5,71,0,8,0,56.0,5.0,71
2,82,0,9,2,58.0,2.4,82
3,82,0,8,1,64.0,3.3000000000000003,82
9,53,1,5,5,49.0,13.5,53
7,42,0,6,7,31.0,11.9,42
2,85,1,4,7,64.0,3.4,85
9,71,0,4,6,63.0,14.4,71
4,82,0,6,6,66.0,6.4,82
9,75,1,4,7,73.0,15.299999999999999,75
2,56,1,6,4,38.0,2.8,56
4,87,0,5,2,70.0,4.8,87
5,42,1,5,1,27.0,5.5,42
2,96,0,8,2,72.0,2.4,96
1,49,0,4,2,21.0,1.2,49
7,92,1,6,6,85.0,11.200000000000001,92
1,86,1,5,0,62.0,1.0,86
8,79,1,8,6,73.0,12.8,79
3,57,0,4,5,32.0,4.5,57
6,42,0,4,9,30.0,11.399999999999999,42
7,78,0,4,1,64.0,7.700000000000001,78
1,49,1,5,9,25.0,1.9,49
6,91,1,5,0,82.0,6.0,91
7,48,1,4,8,41.0,12.6,48
6,85,0,5,1,71.0,6.6000000000000005,85
4,94,1,4,3,79.0,5.2,94
1,85,1,7,8,59.0,1.8,85
9,50,0,5,8,45.0,16.2,50
4,99,1,6,0,84.0,4.0,99
7,72,1,5,1,62.0,7.700000000000001,72
7,75,0,4,1,65.0,7.700000000000001,75
2,65,0,6,1,43.0,2.2,65
1,66,0,8,7,39.0,1.7,66
8,77,0,6,7,70.0,13.6,77
8,61,0,6,9,54.0,15.2,61
7,65,0,5,7,55.0,11.9,65
8,61,1,9,3,55.0,10.4,61
3,44,1,6,7,25.0,5.1,44
2,74,0,6,6,52.0,3.2,74
7,41,0,4,7,31.0,11.9,41
8,74,1,5,0,68.0,8.0,74
1,48,0,4,2,19.0,1.2,48
9,90,0,5,9,87.0,17.099999999999998,90
4,90,1,8,5,71.0,6.0,90
4,88,1,9,0,74.0,4.0,88
3,57,0,6,3,35.0,3.9000000000000004,57
6,82,0,5,8,69.0,10.8,82
1,51,1,6,6,24.0,1.6,51
6,42,0,6,0,29.0,6.0,42
2,57,1,7,5,34.0,3.0,57
9,95,1,4,5,93.0,13.5,95
2,77,0,9,1,52.0,2.2,77
7,46,1,5,5,37.0,10.5,46
1,72,1,8,9,49.0,1.9,72
7,45,1,9,1,38.0,7.700000000000001,45
5,57,0,7,7,44.0,8.5,57
8,84,0,4,6,75.0,12.8,84
4,61,0,8,5,44.0,6.0,61
7,90,1,8,9,84.0,13.299999999999999,90
6,78,1,6,5,65.0,9.0,78
5,90,0,4,8,75.0,9.0,90
4,48,1,7,8,29.0,7.2,48
7,74,1,5,9,67.0,13.299999999999999,74
5,62,0,5,9,50.0,9.5,62
5,51,1,7,1,38.0,5.5,51
1,91,1,6,2,66.0,1.2,91
2,63,1,6,9,42.0,3.8,63
5,89,1,8,6,76.0,8.0,89
3,79,1,4,9,64.0,5.699999999999999,79
2,48,1,8,8,26.0,3.6,48
4,52,0,5,5,31.0,6.0,52
4,79,0,7,0,63.0,4.0,79
4,93,1,4,6,77.0,6.4,93
4,81,0,7,0,61.0,4.0,81
3,56,0,4,4,33.0,4.199999999999999,56
7,46,0,9,8,39.0,12.6,46
9,56,1,5,9,52.0,17.099999999999998,56
5,94,0,5,9,82.0,9.5,94
4,89,1,9,8,73.0,7.2,89
2,63,0,4,0,37.0,2.0,63
2,41,0,6,5,16.0,3.0,41
5,74,1,4,2,59.0,6.0,74
7,67,0,5,8,59.0,12.6,67
9,58,1,7,2,56.0,10.799999999999999,58
7,72,0,8,1,59.0,7.700000000000001,72
5,60,0,7,7,46.0,8.5,60
6,92,0,5,2,80.0,7.199999999999999,92
3,49,0,7,4,30.0,4.199999999999999,49
5,92,1,6,5,78.0,7.5,92
8,85,1,6,9,81.0,15.2,85
1,84,0,4,9,57.0,1.9,84
1,48,1,7,0,24.0,1.0,48
7,77,0,7,6,66.0,11.200000000000001,77
5,45,1,5,6,31.0,8.0,45
5,90,1,4,4,73.0,7.0,90
1,92,1,4,8,66.0,1.8,92
9,81,0,7,1,78.0,9.9,81
1,94,1,8,4,66.0,1.4,94
5,74,1,7,1,57.0,5.5,74
9,57,0,7,1,50.0,9.9,57
4,92,0,7,8,77.0,7.2,92
8,58,0,6,6,54.0,12.8,58
6,44,1,9,3,30.0,7.800000000000001,44
3,64,1,4,7,43.0,5.1,64
4,50,1,9,3,34.0,5.2,50
2,49,1,6,0,26.0,2.0,49
1,56,1,8,9,36.0,1.9,56
8,75,1,5,2,69.0,9.6,75
1,65,0,8,9,39.0,1.9,65
1,70,1,4,0,44.0,1.0,70
4,71,1,5,1,56.0,4.4,71
6,60,1,9,1,47.0,6.6000000000000005,60
9,57,0,8,6,56.0,14.4,57
1,99,1,4,3,73.0,1.3,99
7,57,0,8,9,48.0,13.299999999999999,57
5,40,1,5,8,24.0,9.0,40
8,53,0,5,1,49.0,8.8,53
7,47,0,8,8,41.0,12.6,47
4,41,0,6,5,24.0,6.0,41
4,90,1,8,9,72.0,7.6,90
6,54,0,9,7,45.0,10.2,54
6,99,1,8,6,92.0,9.600000000000001,99
9,73,0,8,7,68.0,15.299999999999999,73
5,75,1,6,8,62.0,9.0,75
8,40,0,7,7,36.0,13.6,40
5,90,0,5,5,77.0,7.5,90
2,60,1,9,7,40.0,3.4,60
6,81,0,4,7,69.0,10.2,81
9,40,1,5,1,38.0,9.9,40
3,71,0,5,1,50.0,3.3000000000000003,71
1,59,0,7,0,33.0,1.0,59
1,93,1,5,9,69.0,1.9,93
3,86,1,5,1,63.0,3.3000000000000003,86
5,75,1,6,6,59.0,8.0,75
3,78,0,6,2,54.0,3.5999999999999996,78
9,69,1,6,3,65.0,11.700000000000001,69
8,46,1,6,3,41.0,10.4,46
3,61,0,6,3,41.0,3.9000000000000004,61
9,96,1,9,1,94.0,9.9,96
6,89,1,4,5,80.0,9.0,89
7,84,0,7,0,74.0,7.0,84
4,49,0,8,4,33.0,5.6,49
4,95,0,9,1,78.0,4.4,95
2,47,0,6,8,21.0,3.6,47
5,66,0,7,1,49.0,5.5,66
8,49,1,8,5,43.0,12.0,49
7,53,0,5,3,40.0,9.1,53
7,85,0,9,5,77.0,10.5,85
6,98,0,5,1,84.0,6.6000000000000005,98
3,91,1,7,1,74.0,3.3000000000000003,91
5,93,1,4,6,78.0,8.0,93
1,50,1,4,2,21.0,1.2,50
7,45,1,7,2,34.0,8.4,45
9,60,0,4,6,54.0,14.4,60
1,72,0,4,7,47.0,1.7,72
2,58,0,5,6,36.0,3.2,58
3,78,1,4,2,53.0,3.5999999999999996,78
3,63,0,4,2,45.0,3.5999999999999996,63
8,57,1,7,6,52.0,12.8,57
7,74,1,4,2,66.0,8.4,74
6,91,1,9,1,79.0,6.6000000000000005,91
4,82,0,6,6,63.0,6.4,82
9,76,0,6,2,72.0,10.799999999999999,76
1,58,0,7,4,33.0,1.4,58
2,92,0,6,6,70.0,3.2,92
4,63,1,5,1,47.0,4.4,63
3,95,0,9,7,73.0,5.1,95
1,73,1,9,1,50.0,1.1,73
5,61,1,7,3,48.0,6.5,61
7,43,1,4,3,33.0,9.1,43
2,96,1,6,7,72.0,3.4,96
5,49,1,5,0,31.0,5.0,49
6,41,1,7,8,32.0,10.8,41
7,47,1,7,5,34.0,10.5,47
1,72,0,4,3,41.0,1.3,72
7,98,0,8,5,91.0,10.5,98
4,77,1,6,5,61.0,6.0,77
8,82,0,5,8,75.0,14.4,82
4,98,0,7,3,80.0,5.2,98
6,67,0,6,7,57.0,10.2,67
9,49,0,5,0,46.0,9.0,49
5,84,1,9,5,71.0,7.5,84
4,40,0,9,4,21.0,5.6,40
8,73,1,5,2,69.0,9.6,73
9,42,1,9,3,37.0,11.700000000000001,42
4,48,0,7,7,32.0,6.8,48
3,44,0,6,9,26.0,5.699999999999999,44
8,81,1,5,1,74.0,8.8,81
5,49,1,7,7,34.0,8.5,49
2,51,0,6,6,24.0,3.2,51
9,57,0,6,0,53.0,9.0,57
3,97,1,7,1,74.0,3.3000000000000003,97
2,60,0,6,6,37.0,3.2,60
1,60,1,8,2,31.0,1.2,60
8,40,1,5,1,29.0,8.8,40
3,42,1,5,0,21.0,3.0,42
7,44,1,6,6,37.0,11.200000000000001,44
1,64,0,7,2,37.0,1.2,64
1,97,1,4,5,73.0,1.5,97
9,88,1,9,9,87.0,17.099999999999998,88
8,47,0,6,7,45.0,13.6,47
3,56,0,4,5,32.0,4.5,56
6,48,1,6,6,35.0,9.600000000000001,48
3,71,0,4,5,52.0,4.5,71
4,45,0,6,6,27.0,6.4,45
1,88,1,7,4,65.0,1.4,88
5,79,0,9,8,64.0,9.0,79
1,60,0,4,2,30.0,1.2,60
1,46,0,8,5,22.0,1.5,46
7,46,0,7,8,35.0,12.6,46
6,86,0,9,0,72.0,6.0,86
2,78,1,6,4,55.0,2.8,78
2,93,0,4,3,71.0,2.6,93
7,66,1,9,8,60.0,12.6,66
1,47,1,5,0,19.0,1.0,47
2,48,0,7,3,25.0,2.6,48
8,67,0,4,0,55.0,8.0,67
6,54,0,7,2,41.0,7.199999999999999,54
2,41,0,4,3,17.0,2.6,41
7,46,0,5,0,36.0,7.0,46
4,86,0,8,4,71.0,5.6,86
